Tanggal,High,Low,Pivot_High,Pivot_Low,Type,Level,Current_Price,Selisih
2020-01-07,1281.4644775390625,1226.61572265625,1281.4644775390625,,Resistance,1281.4644775390625,1125.0,156.4644775390625
2020-01-21,1106.9459228515625,997.2485961914062,1106.9459228515625,997.2485961914062,Support,997.2485961914062,1125.0,-127.75140380859375
2020-01-28,1032.15234375,987.276123046875,,987.276123046875,Support,987.276123046875,1125.0,-137.723876953125
2020-02-03,1002.23486328125,957.358642578125,,957.358642578125,Support,957.358642578125,1125.0,-167.641357421875
2020-02-14,997.2485961914062,977.3035888671876,,977.3035888671876,Support,977.3035888671876,1125.0,-147.6964111328124
2020-02-28,887.55126953125,812.7576293945312,,812.7576293945312,Support,812.7576293945312,1125.0,-312.24237060546875
2020-03-10,957.358642578125,857.6337890625,957.358642578125,857.6337890625,Support,857.6337890625,1125.0,-267.3662109375
2020-03-20,718.0189819335938,623.2803955078125,718.0189819335938,623.2803955078125,Support,623.2803955078125,1125.0,-501.7196044921875
2020-03-24,703.0602416992188,628.2666015625,,628.2666015625,Support,628.2666015625,1125.0,-496.7333984375
2020-03-30,737.9639282226562,708.0465087890625,,708.0465087890625,Support,708.0465087890625,1125.0,-416.9534912109375
2020-04-02,797.7988891601562,693.0877685546875,,693.0877685546875,Support,693.0877685546875,1125.0,-431.9122314453125
2020-04-08,837.6888427734375,782.8401489257812,,782.8401489257812,Support,782.8401489257812,1125.0,-342.15985107421875
2020-04-16,927.441162109375,847.6613159179688,,847.6613159179688,Support,847.6613159179688,1125.0,-277.33868408203125
2020-04-29,787.826416015625,762.8951416015625,,762.8951416015625,Support,762.8951416015625,1125.0,-362.1048583984375
2020-05-29,757.908935546875,718.0189819335938,,718.0189819335938,Support,718.0189819335938,1125.0,-406.98101806640625
2020-06-05,797.7988891601562,767.8814086914062,,767.8814086914062,Support,767.8814086914062,1125.0,-357.11859130859375
2020-06-12,797.7988891601562,723.0052490234375,,723.0052490234375,Support,723.0052490234375,1125.0,-401.9947509765625
2020-06-23,777.8538818359375,762.8951416015625,,762.8951416015625,Support,762.8951416015625,1125.0,-362.1048583984375
2020-07-01,767.8814086914062,752.9226684570312,,752.9226684570312,Support,752.9226684570312,1125.0,-372.07733154296875
2020-07-03,867.6062622070312,752.9226684570312,867.6062622070312,752.9226684570312,Support,752.9226684570312,1125.0,-372.07733154296875
2020-07-09,907.4962158203124,867.6062622070312,,867.6062622070312,Support,867.6062622070312,1125.0,-257.39373779296875
2020-07-20,927.441162109375,862.6200561523438,,862.6200561523438,Support,862.6200561523438,1125.0,-262.37994384765625
2020-07-24,912.4824829101562,892.5374755859375,,892.5374755859375,Support,892.5374755859375,1125.0,-232.4625244140625
2020-08-03,947.3861694335938,867.6062622070312,,867.6062622070312,Support,867.6062622070312,1125.0,-257.39373779296875
2020-08-07,927.441162109375,902.5099487304688,,902.5099487304688,Support,902.5099487304688,1125.0,-222.49005126953125
2020-08-27,1171.76708984375,1017.1935424804688,1171.76708984375,,Resistance,1171.76708984375,1125.0,46.76708984375
2020-09-01,1091.9871826171875,1037.1385498046875,,1037.1385498046875,Support,1037.1385498046875,1125.0,-87.8614501953125
2020-09-04,1042.124755859375,997.2485961914062,,997.2485961914062,Support,997.2485961914062,1125.0,-127.75140380859375
2020-09-11,972.3173828125,867.6062622070312,,867.6062622070312,Support,867.6062622070312,1125.0,-257.39373779296875
2020-09-24,877.5787353515625,852.6475219726562,,852.6475219726562,Support,852.6475219726562,1125.0,-272.35247802734375
2020-09-30,872.592529296875,857.6337890625,,857.6337890625,Support,857.6337890625,1125.0,-267.3662109375
2020-10-07,912.4824829101562,892.5374755859375,,892.5374755859375,Support,892.5374755859375,1125.0,-232.4625244140625
2020-10-15,972.3173828125,947.3861694335938,,947.3861694335938,Support,947.3861694335938,1125.0,-177.61383056640625
2020-10-22,1131.877197265625,1037.1385498046875,1131.877197265625,,Resistance,1131.877197265625,1125.0,6.877197265625
2020-10-23,1052.0972900390625,1032.15234375,,1032.15234375,Support,1032.15234375,1125.0,-92.84765625
2020-10-26,1156.808349609375,1067.0560302734375,1156.808349609375,,Resistance,1156.808349609375,1125.0,31.808349609375
